R,G,B,hue,High_or_Low
4,5,5,0.3,High group
5,23,0,0.3,High group
-2,4,-4,0.3,High group
0,1,0,0.3,High group
-1,4,-3,0.3,High group
4,10,3,0.3,High group
-8,-15,-5,0.3,High group
-4,-2,-5,0.3,High group
-4,-1,-5,0.3,High group
-5,0,-6,0.3,High group
0,10,-2,0.3,High group
-6,-5,-6,0.3,High group
11,11,11,0.3,High group
-6,-24,-1,0.3,High group
-2,-15,0,0.3,High group
-3,-18,0,0.3,High group
-8,-22,-4,0.3,High group
3,0,4,0.3,High group
-9,-24,-5,0.3,High group
-6,-23,-1,0.3,High group
-2,-17,1,0.3,High group
-4,-19,0,0.3,High group
3,16,0,0.3,High group
-4,-12,-2,0.3,High group
4,7,3,0.3,High group
6,23,3,0.3,High group
9,23,6,0.3,High group
8,8,9,0.3,High group
-5,-5,-5,0.3,High group
-11,-22,-8,0.3,High group
4,18,1,0.3,High group
8,12,7,0.3,High group
5,20,2,0.3,High group
-7,-24,-3,0.3,High group
4,3,4,0.3,High group
9,17,7,0.3,High group
-11,-20,-8,0.3,High group
-8,-9,-8,0.3,High group
-8,-19,-5,0.3,High group
1,11,0,0.3,High group
0,-1,1,0.3,High group
-1,0,-1,0.3,High group
2,14,0,0.3,High group
3,-2,5,0.3,High group
-4,-1,-5,0.3,High group
9,8,10,0.3,High group
10,8,11,0.3,High group
0,16,-3,0.3,High group
-3,0,-3,0.3,High group
-6,-15,-4,0.3,High group
-6,-9,-5,0.3,High group
6,7,6,0.3,High group
9,9,9,0.3,High group
13,20,11,0.3,High group
-5,0,-6,0.3,High group
10,21,8,0.3,High group
-3,0,-4,0.3,High group
3,4,3,0.3,High group
-9,-10,-8,0.3,High group
-13,-24,-9,0.3,High group
11,24,8,0.3,High group
-4,-12,-2,0.3,High group
-14,-24,-11,0.3,High group
-1,-13,1,0.3,High group
1,4,1,0.3,High group
0,-8,3,0.3,High group
10,17,9,0.3,High group
-5,-18,-1,0.3,High group
9,13,8,0.3,High group
7,22,4,0.3,High group
-4,-11,-2,0.3,High group
-6,-20,-3,0.3,High group
-8,-8,-7,0.3,High group
10,23,7,0.3,High group
-9,-11,-8,0.3,High group
9,21,6,0.3,High group
2,3,2,0.3,High group
-2,-8,0,0.3,High group
7,9,7,0.3,High group
12,21,10,0.3,High group
10,10,10,0.3,High group
12,21,10,0.3,High group
-5,-18,-2,0.3,High group
-3,-7,-2,0.3,High group
-5,-3,-5,0.3,High group
12,15,12,0.3,High group
-7,-22,-3,0.3,High group
5,12,3,0.3,High group
-1,0,0,0.3,High group
9,9,10,0.3,High group
9,14,8,0.3,High group
0,15,-2,0.3,High group
-2,-10,0,0.3,High group
-2,6,-4,0.3,High group
0,4,-1,0.3,High group
5,1,6,0.3,High group
1,0,2,0.3,High group
-14,-25,-11,0.3,High group
3,-4,5,0.3,High group
6,7,7,0.3,High group
-10,-22,-6,0.3,High group
-1,7,-2,0.3,High group
5,15,3,0.3,High group
-10,-15,-8,0.3,High group
9,20,7,0.3,High group
-10,-24,-6,0.3,High group
-1,-5,0,0.3,High group
-11,-18,-9,0.3,High group
-10,-15,-9,0.3,High group
-7,-21,-3,0.3,High group
9,13,9,0.3,High group
7,7,7,0.3,High group
-11,-24,-7,0.3,High group
0,-4,1,0.3,High group
-9,-18,-7,0.3,High group
-12,-23,-9,0.3,High group
0,0,0,0.3,High group
10,10,10,0.3,High group
-12,-22,-10,0.3,High group
6,12,4,0.3,High group
12,17,12,0.3,High group
0,-10,2,0.3,High group
7,12,6,0.3,High group
2,11,0,0.3,High group
-6,-8,-5,0.3,High group
4,11,2,0.3,High group
3,0,5,0.3,High group
7,5,8,0.3,High group
-6,-10,-4,0.3,High group
2,21,-2,0.3,High group
-1,-5,0,0.3,High group
-6,-22,-2,0.3,High group
-10,-22,-6,0.3,High group
4,0,5,0.3,High group
-8,-17,-5,0.3,High group
-6,-8,-5,0.3,High group
-2,-12,0,0.3,High group
-6,-15,-3,0.3,High group
-1,7,-2,0.3,High group
5,17,3,0.3,High group
-12,-23,-9,0.3,High group
-4,-17,0,0.3,High group
4,2,5,0.3,High group
-1,0,-1,0.3,High group
-7,-16,-4,0.3,High group
-2,5,-4,0.3,High group
4,7,4,0.3,High group
-7,-16,-5,0.3,High group
-4,-15,-1,0.3,High group
10,15,9,0.3,High group
12,12,12,0.3,High group
4,25,0,0.3,High group
4,8,3,0.3,High group
-9,-21,-6,0.3,High group
-11,-24,-7,0.3,High group
-2,-12,0,0.3,High group
-3,-13,0,0.3,High group
16,22,14,0.3,High group
-9,-15,-8,0.3,High group
1,-4,3,0.3,High group
-6,-10,-4,0.3,High group
0,-7,1,0.3,High group
0,7,0,0.3,High group
-12,-18,-10,0.3,High group
-6,-23,-1,0.3,High group
-5,-10,-3,0.3,High group
6,4,7,0.3,High group
-11,-17,-9,0.3,High group
2,-6,4,0.3,High group
1,10,0,0.3,High group
-8,-8,-8,0.3,High group
3,23,0,0.3,High group
6,8,6,0.3,High group
4,6,4,0.3,High group
12,14,12,0.3,High group
-2,-17,1,0.3,High group
-7,-11,-6,0.3,High group
-6,-22,-2,0.3,High group
8,9,8,0.3,High group
8,14,7,0.3,High group
0,5,-1,0.3,High group
-7,-9,-6,0.3,High group
5,2,6,0.3,High group
-4,0,-5,0.3,High group
7,21,4,0.3,High group
-13,-23,-11,0.3,High group
7,21,4,0.3,High group
16,21,14,0.3,High group
-2,-6,-1,0.3,High group
0,-6,3,0.3,High group
-10,-17,-8,0.3,High group
-7,-8,-6,0.3,High group
4,-2,6,0.3,High group
1,5,0,0.3,High group
5,22,2,0.3,High group
-10,-18,-8,0.3,High group
9,21,7,0.3,High group
9,13,9,0.3,High group
1,5,0,0.3,High group
14,22,13,0.3,High group
-6,-13,-4,0.3,High group
2,11,0,0.3,High group
-4,-12,-2,0.3,High group
7,12,7,0.3,High group
4,8,3,0.3,High group
-11,-20,-8,0.3,High group
-6,-13,-4,0.3,High group
3,16,0,0.3,High group
6,18,3,0.3,High group
-6,-23,-1,0.3,High group
-8,-25,-3,0.3,High group
1,14,-1,0.3,High group
-9,-12,-8,0.3,High group
0,0,0,0.3,High group
-1,0,-2,0.3,High group
7,22,3,0.3,High group
12,15,12,0.3,High group
-6,-15,-3,0.3,High group
14,19,12,0.3,High group
10,13,10,0.3,High group
-3,-11,0,0.3,High group
-8,-12,-7,0.3,High group
10,23,7,0.3,High group
1,13,0,0.3,High group
-7,-15,-5,0.3,High group
3,2,3,0.3,High group
-4,-17,-1,0.3,High group
6,21,3,0.3,High group
1,-8,4,0.3,High group
3,0,5,0.3,High group
12,11,13,0.3,High group
6,15,5,0.3,High group
2,17,0,0.3,High group
-1,-12,1,0.3,High group
13,24,10,0.3,High group
7,1,8,0.3,High group
1,16,-1,0.3,High group
-2,-14,1,0.3,High group
-1,10,-4,0.3,High group
8,19,5,0.3,High group
16,25,14,0.3,High group
-1,-8,0,0.3,High group
3,11,1,0.3,High group
1,-8,4,0.3,High group
-7,-22,-3,0.3,High group
0,11,-2,0.3,High group
2,10,0,0.3,High group
3,10,2,0.3,High group
-8,-23,-5,0.3,High group
4,6,4,0.3,High group
0,9,0,0.3,High group
-1,-4,0,0.3,High group
12,20,10,0.3,High group
5,20,2,0.3,High group
-6,-16,-3,0.3,High group
4,19,1,0.3,High group
-11,-17,-10,0.3,High group
6,5,6,0.3,High group
2,18,0,0.3,High group
-9,-23,-5,0.3,High group
4,-2,7,0.3,High group
-12,-24,-9,0.3,High group
-6,-7,-5,0.3,High group
-6,-4,-6,0.3,High group
-1,4,-2,0.3,High group
12,18,10,0.3,High group
10,13,9,0.3,High group
2,17,0,0.3,High group
10,23,7,0.3,High group
-8,-22,-4,0.3,High group
-10,-19,-8,0.3,High group
-4,-17,-1,0.3,High group
10,24,6,0.3,High group
-6,-14,-3,0.3,High group
1,0,2,0.3,High group
4,20,0,0.3,High group
5,3,5,0.3,High group
-5,-14,-3,0.3,High group
4,10,3,0.3,High group
0,-1,1,0.3,High group
6,22,2,0.3,High group
7,8,7,0.3,High group
-11,-22,-8,0.3,High group
6,0,8,0.3,High group
-4,1,-6,0.3,High group
7,10,6,0.3,High group
0,-3,0,0.3,High group
1,15,-1,0.3,High group
-7,-20,-4,0.3,High group
-9,-16,-7,0.3,High group
-4,-4,-4,0.3,High group
1,13,-1,0.3,High group
-14,-25,-10,0.3,High group
-4,-15,-1,0.3,High group
-4,3,-5,0.3,High group
2,0,3,0.3,High group
-11,-19,-9,0.3,High group
2,-6,5,0.3,High group
-5,-15,-3,0.3,High group
2,18,-1,0.3,High group
4,12,2,0.3,High group
-4,-17,-1,0.3,High group
6,20,3,0.3,High group
8,3,9,0.3,High group
-4,-4,-4,0.3,High group
-4,2,-6,0.3,High group
-8,-16,-5,0.3,High group
3,5,3,0.3,High group
5,18,2,0.3,High group
-9,-17,-6,0.3,High group
1,4,1,0.3,High group
4,18,1,0.3,High group
10,11,10,0.3,High group
2,21,-1,0.3,High group
-13,-22,-11,0.3,High group
-1,-2,-1,0.3,High group
-4,3,-5,0.3,High group
0,-7,2,0.3,High group
6,12,5,0.3,High group
12,17,11,0.3,High group
12,19,11,0.3,High group
0,-1,0,0.3,High group
9,12,9,0.3,High group
-1,4,-2,0.3,High group
9,9,9,0.3,High group
1,-4,2,0.3,High group
2,-2,3,0.3,High group
3,9,2,0.3,High group
-3,-12,0,0.3,High group
11,11,11,0.3,High group
1,14,-1,0.3,High group
6,24,1,0.3,High group
-8,-24,-4,0.3,High group
2,0,3,0.3,High group
-7,-19,-3,0.3,High group
1,14,-1,0.3,High group
-3,-10,-1,0.3,High group
0,8,-1,0.3,High group
-9,-13,-7,0.3,High group
-3,-16,0,0.3,High group
13,14,13,0.3,High group
15,24,13,0.3,High group
1,15,-1,0.3,High group
-9,-19,-6,0.3,High group
-7,-24,-2,0.3,High group
0,-2,0,0.3,High group
-5,-4,-5,0.3,High group
0,15,-3,0.3,High group
-11,-18,-9,0.3,High group
0,-4,2,0.3,High group
-7,-22,-4,0.3,High group
-6,-19,-3,0.3,High group
4,12,2,0.3,High group
-9,-21,-5,0.3,High group
5,17,2,0.3,High group
9,23,6,0.3,High group
-6,-10,-5,0.3,High group
11,17,9,0.3,High group
4,3,5,0.3,High group
-1,-2,-1,0.3,High group
1,8,0,0.3,High group
-3,-17,0,0.3,High group
2,6,1,0.3,High group
4,9,3,0.3,High group
-8,-18,-5,0.3,High group
-2,-16,1,0.3,High group
2,-3,4,0.3,High group
-12,-21,-9,0.3,High group
16,23,15,0.3,High group
4,-1,6,0.3,High group
-1,9,-4,0.3,High group
12,15,11,0.3,High group
11,24,8,0.3,High group
-9,-17,-7,0.3,High group
-6,-15,-3,0.3,High group
-13,-25,-10,0.3,High group
0,-5,0,0.3,High group
1,3,1,0.3,High group
3,18,0,0.3,High group
9,13,8,0.3,High group
7,9,7,0.3,High group
-10,-19,-8,0.3,High group
-3,-10,-1,0.3,High group
-7,-6,-7,0.3,High group
-7,-18,-3,0.3,High group
-4,-15,-1,0.3,High group
-3,-2,-3,0.3,High group
14,24,12,0.3,High group
5,19,2,0.3,High group
-4,-18,0,0.3,High group
7,9,7,0.3,High group
0,-2,1,0.3,High group
0,13,-3,0.3,High group
-2,3,-3,0.3,High group
7,14,6,0.3,High group
0,0,0,0.3,High group
10,16,9,0.3,High group
-8,-12,-7,0.3,High group
6,12,4,0.3,High group
4,-2,6,0.3,High group
3,19,0,0.3,High group
6,17,4,0.3,High group
1,-5,3,0.3,High group
3,19,0,0.3,High group
-13,-23,-10,0.3,High group
-6,-23,-2,0.3,High group
0,-4,1,0.3,High group
5,6,5,0.3,High group
2,20,-1,0.3,High group
-8,-23,-4,0.3,High group
-8,-20,-4,0.3,High group
11,11,11,0.3,High group
-13,-22,-10,0.3,High group
14,24,11,0.3,High group
-8,-16,-6,0.3,High group
3,8,2,0.3,High group
7,13,6,0.3,High group
-5,-7,-4,0.3,High group
4,12,2,0.3,High group
-5,-13,-3,0.3,High group
-10,-21,-6,0.3,High group
0,-2,0,0.3,High group
-7,-14,-4,0.3,High group
-10,-24,-7,0.3,High group
-9,-13,-8,0.3,High group
1,-4,3,0.3,High group
-9,-16,-7,0.3,High group
-11,-18,-9,0.3,High group
-11,-20,-9,0.3,High group
2,-4,4,0.3,High group
4,7,4,0.3,High group
-2,-8,0,0.3,High group
12,20,10,0.3,High group
-1,5,-2,0.3,High group
11,22,9,0.3,High group
-6,-22,-2,0.3,High group
4,9,3,0.3,High group
15,19,14,0.3,High group
1,15,-1,0.3,High group
17,21,16,0.3,High group
2,4,2,0.3,High group
-9,-21,-6,0.3,High group
-7,-19,-4,0.3,High group
-2,-14,0,0.3,High group
6,11,5,0.3,High group
-1,10,-4,0.3,High group
10,20,8,0.3,High group
-9,-13,-8,0.3,High group
-6,-20,-3,0.3,High group
-3,-18,0,0.3,High group
-4,-9,-2,0.3,High group
2,9,1,0.3,High group
13,21,11,0.3,High group
-3,-16,0,0.3,High group
-1,-7,0,0.3,High group
5,2,6,0.3,High group
-10,-19,-7,0.3,High group
-10,-21,-7,0.3,High group
10,9,10,0.3,High group
-7,-20,-3,0.3,High group
-8,-9,-7,0.3,High group
3,20,0,0.3,High group
-5,-13,-2,0.3,High group
8,8,9,0.3,High group
0,3,0,0.3,High group
0,0,1,0.3,High group
-2,1,-3,0.3,High group
5,12,4,0.3,High group
0,-5,2,0.3,High group
10,22,8,0.3,High group
1,-7,4,0.3,High group
-9,-14,-7,0.3,High group
-11,-21,-9,0.3,High group
8,20,6,0.3,High group
8,7,8,0.3,High group
1,12,0,0.3,High group
-10,-21,-8,0.3,High group
9,23,7,0.3,High group
0,-4,0,0.3,High group
-1,-3,0,0.3,High group
-3,-1,-3,0.3,High group
10,23,8,0.3,High group
2,7,1,0.3,High group
-5,-15,-2,0.3,High group
2,-6,5,0.3,High group
12,18,10,0.3,High group
0,14,-2,0.3,High group
16,22,15,0.3,High group
-3,-10,-1,0.3,High group
-8,-17,-5,0.3,High group
7,7,7,0.3,High group
0,4,0,0.3,High group
-7,-18,-4,0.3,High group
-2,-6,-1,0.3,High group
9,15,8,0.3,High group
0,-10,3,0.3,High group
-4,0,-4,0.3,High group
9,8,9,0.3,High group
15,24,12,0.3,High group
8,18,6,0.3,High group
-5,-7,-4,0.3,High group
-6,-5,-6,0.3,High group
15,22,13,0.3,High group
-1,-13,1,0.3,High group
2,-3,4,0.3,High group
4,3,4,0.3,High group
-5,-7,-4,0.3,High group
4,9,3,0.3,High group
-11,-17,-9,0.3,High group
-6,-15,-3,0.3,High group
14,22,13,0.3,High group
3,16,1,0.3,High group
1,-8,4,0.3,High group
-9,-10,-8,0.3,High group
-7,-24,-2,0.3,High group
4,-3,7,0.3,High group
4,1,5,0.3,High group
-11,-22,-8,0.3,High group
-2,1,-3,0.3,High group
-1,0,-1,0.3,High group
-12,-22,-9,0.3,High group
0,8,-1,0.3,High group
6,6,7,0.3,High group
13,24,10,0.3,High group
-2,-9,0,0.3,High group
5,17,3,0.3,High group
-2,-4,-1,0.3,High group
13,19,11,0.3,High group
9,12,9,0.3,High group
17,25,15,0.3,High group
-4,-3,-3,0.3,High group
7,10,7,0.3,High group
7,17,5,0.3,High group
-4,-11,-3,0.3,High group
-8,-18,-5,0.3,High group
-9,-25,-4,0.3,High group
2,-2,4,0.3,High group
8,5,9,0.3,High group
2,-4,4,0.3,High group
-4,-9,-2,0.3,High group
-4,-9,-3,0.3,High group
16,24,15,0.3,High group
-1,-11,1,0.3,High group
1,18,-2,0.3,High group
-7,-15,-5,0.3,High group
-11,-23,-7,0.3,High group
-2,-7,-1,0.3,High group
7,5,7,0.3,High group
2,-3,3,0.3,High group
-3,-14,0,0.3,High group
-10,-16,-8,0.3,High group
-5,-20,-1,0.3,High group
10,22,7,0.3,High group
-4,-15,-1,0.3,High group
16,24,14,0.3,High group
2,-4,5,0.3,High group
-11,-24,-7,0.3,High group
2,14,0,0.3,High group
5,16,3,0.3,High group
0,-11,2,0.3,High group
-14,-25,-11,0.3,High group
-8,-15,-6,0.3,High group
-6,-11,-4,0.3,High group
0,7,-2,0.3,High group
3,5,3,0.3,High group
-6,-10,-4,0.3,High group
-3,-7,-1,0.3,High group
0,11,-2,0.3,High group
-9,-14,-7,0.3,High group
-8,-9,-8,0.3,High group
2,12,0,0.3,High group
-6,-4,-7,0.3,High group
12,21,10,0.3,High group
-9,-24,-5,0.3,High group
-3,-18,0,0.3,High group
7,21,4,0.3,High group
-7,-12,-5,0.3,High group
0,-11,2,0.3,High group
0,2,0,0.3,High group
-3,-17,0,0.3,High group
-8,-14,-6,0.3,High group
-5,-9,-4,0.3,High group
3,4,3,0.3,High group
1,3,1,0.3,High group
8,12,8,0.3,High group
1,9,0,0.3,High group
-14,-25,-11,0.3,High group
3,3,4,0.3,High group
13,25,11,0.3,High group
9,12,8,0.3,High group
-1,-14,2,0.3,High group
0,0,0,0.3,High group
-2,0,-2,0.3,High group
2,11,0,0.3,High group
3,10,2,0.3,High group
-6,-11,-4,0.3,High group
13,24,10,0.3,High group
-9,-14,-7,0.3,High group
12,16,12,0.3,High group
3,2,4,0.3,High group
-3,-14,0,0.3,High group
4,19,0,0.3,High group
16,20,15,0.3,High group
5,17,3,0.3,High group
3,-5,5,0.3,High group
11,22,8,0.3,High group
1,0,2,0.3,High group
4,11,2,0.3,High group
-5,-2,-6,0.3,High group
8,13,8,0.3,High group
-9,-18,-7,0.3,High group
-2,3,-3,0.3,High group
-5,-19,-1,0.3,High group
15,18,15,0.3,High group
5,24,0,0.3,High group
-14,-25,-11,0.3,High group
-4,-20,0,0.3,High group
13,14,13,0.3,High group
-7,-17,-4,0.3,High group
-3,-12,-1,0.3,High group
-1,-14,2,0.3,High group
-14,-25,-11,0.3,High group
10,11,10,0.3,High group
-10,-13,-9,0.3,High group
0,4,-1,0.3,High group
9,14,9,0.3,High group
2,13,0,0.3,High group
-8,-19,-5,0.3,High group
1,-8,4,0.3,High group
3,24,-1,0.3,High group
-11,-22,-8,0.3,High group
6,15,4,0.3,High group
-5,-8,-4,0.3,High group
0,-11,3,0.3,High group
17,21,16,0.3,High group
-4,-15,-1,0.3,High group
-2,0,-2,0.3,High group
4,23,0,0.3,High group
-7,-17,-4,0.3,High group
9,19,7,0.3,High group
8,11,8,0.3,High group
1,18,-2,0.3,High group
15,23,13,0.3,High group
0,9,-2,0.3,High group
-5,-12,-3,0.3,High group
0,16,-3,0.3,High group
3,-3,5,0.3,High group
-8,-17,-5,0.3,High group
15,22,14,0.3,High group
17,23,16,0.3,High group
-12,-19,-10,0.3,High group
5,0,6,0.3,High group
-4,-16,0,0.3,High group
-6,-22,-1,0.3,High group
-11,-18,-9,0.3,High group
13,19,11,0.3,High group
4,10,2,0.3,High group
-5,-3,-6,0.3,High group
5,12,3,0.3,High group
0,-3,1,0.3,High group
10,18,8,0.3,High group
10,17,9,0.3,High group
3,2,3,0.3,High group
13,22,11,0.3,High group
2,6,1,0.3,High group
-4,-4,-4,0.3,High group
-4,-11,-2,0.3,High group
6,10,5,0.3,High group
0,-1,0,0.3,High group
-3,-9,-1,0.3,High group
-3,7,-5,0.3,High group
-9,-18,-7,0.3,High group
-3,-14,0,0.3,High group
-11,-19,-9,0.3,High group
4,4,4,0.3,High group
0,11,-3,0.3,High group
9,8,10,0.3,High group
-7,-10,-6,0.3,High group
-5,-17,-1,0.3,High group
-12,-19,-10,0.3,High group
4,1,6,0.3,High group
-7,-9,-6,0.3,High group
2,21,-2,0.3,High group
0,6,-1,0.3,High group
5,7,5,0.3,High group
-8,-11,-7,0.3,High group
-3,-12,-1,0.3,High group
-1,9,-3,0.3,High group
-13,-24,-10,0.3,High group
-10,-18,-7,0.3,High group
-11,-21,-8,0.3,High group
5,0,6,0.3,High group
7,13,6,0.3,High group
-3,-15,0,0.3,High group
2,12,0,0.3,High group
11,16,9,0.3,High group
-7,-23,-3,0.3,High group
6,10,6,0.3,High group
4,9,3,0.3,High group
0,-7,2,0.3,High group
7,6,8,0.3,High group
-9,-25,-5,0.3,High group
2,-3,4,0.3,High group
2,11,1,0.3,High group
-5,-18,-1,0.3,High group
-7,-8,-6,0.3,High group
-2,-7,-1,0.3,High group
4,0,5,0.3,High group
-3,-11,-1,0.3,High group
4,14,1,0.3,High group
-5,-12,-3,0.3,High group
-3,-9,-1,0.3,High group
-9,-23,-5,0.3,High group
-4,-15,-1,0.3,High group
-2,7,-5,0.3,High group
6,23,2,0.3,High group
-8,-15,-6,0.3,High group
1,10,0,0.3,High group
-6,-15,-4,0.3,High group
9,13,8,0.3,High group
13,22,12,0.3,High group
4,19,1,0.3,High group
12,14,11,0.3,High group
10,24,7,0.3,High group
9,21,6,0.3,High group
-6,-18,-2,0.3,High group
8,20,5,0.3,High group
-3,-13,-1,0.3,High group
2,6,1,0.3,High group
0,-5,0,0.3,High group
4,9,3,0.3,High group
-4,4,-5,0.3,High group
12,14,12,0.3,High group
7,12,6,0.3,High group
3,-4,6,0.3,High group
0,-4,1,0.3,High group
6,10,5,0.3,High group
8,23,5,0.3,High group
2,11,1,0.3,High group
13,24,11,0.3,High group
14,23,12,0.3,High group
-6,-9,-5,0.3,High group
-2,-1,-2,0.3,High group
11,16,10,0.3,High group
-7,-21,-4,0.3,High group
-12,-24,-9,0.3,High group
-5,-11,-3,0.3,High group
-11,-15,-9,0.3,High group
-5,-2,-5,0.3,High group
2,-2,3,0.3,High group
-9,-24,-5,0.3,High group
11,21,9,0.3,High group
-4,-5,-3,0.3,High group
0,4,0,0.3,High group
3,18,0,0.3,High group
-7,-24,-3,0.3,High group
-3,-8,-2,0.3,High group
0,8,-1,0.3,High group
0,2,0,0.3,High group
17,22,16,0.3,High group
0,7,-2,0.3,High group
-3,-12,0,0.3,High group
1,7,0,0.3,High group
-6,-14,-3,0.3,High group
1,-3,2,0.3,High group
-10,-23,-7,0.3,High group
-6,-15,-3,0.3,High group
0,-8,3,0.3,High group
2,-7,5,0.3,High group
3,3,3,0.3,High group
15,18,15,0.3,High group
-9,-16,-7,0.3,High group
-4,-6,-3,0.3,High group
11,24,9,0.3,High group
0,-1,1,0.3,High group
7,6,7,0.3,High group
-9,-24,-5,0.3,High group
-1,1,-1,0.3,High group
-8,-15,-6,0.3,High group
-3,3,-5,0.3,High group
1,-8,4,0.3,High group
7,18,5,0.3,High group
9,22,6,0.3,High group
-7,-23,-3,0.3,High group
-4,-20,0,0.3,High group
-8,-9,-7,0.3,High group
-8,-13,-6,0.3,High group
0,-2,2,0.3,High group
5,14,3,0.3,High group
-2,-3,-2,0.3,High group
11,22,9,0.3,High group
-1,7,-3,0.3,High group
2,-3,4,0.3,High group
5,11,4,0.3,High group
-10,-12,-9,0.3,High group
5,5,5,0.3,High group
-4,-7,-4,0.3,High group
-5,-13,-3,0.3,High group
2,17,0,0.3,High group
-2,0,-2,0.3,High group
-10,-17,-8,0.3,High group
-3,3,-5,0.3,High group
-11,-17,-9,0.3,High group
3,2,4,0.3,High group
-12,-22,-10,0.3,High group
-5,-19,-2,0.3,High group
-13,-25,-10,0.3,High group
15,18,14,0.3,High group
7,17,5,0.3,High group
-11,-19,-9,0.3,High group
2,6,1,0.3,High group
-5,-17,-1,0.3,High group
0,14,-2,0.3,High group
-7,-4,-7,0.3,High group
-2,-15,0,0.3,High group
0,11,-2,0.3,High group
-5,-10,-3,0.3,High group
-7,-6,-7,0.3,High group
-7,-15,-5,0.3,High group
-4,-12,-1,0.3,High group
-11,-19,-9,0.3,High group
16,20,16,0.3,High group
-7,-17,-5,0.3,High group
-1,-1,0,0.3,High group
0,-4,1,0.3,High group
9,21,6,0.3,High group
3,18,0,0.3,High group
-5,-14,-3,0.3,High group
6,23,2,0.3,High group
11,23,8,0.3,High group
-4,-15,-1,0.3,High group
-6,-5,-6,0.3,High group
1,0,2,0.3,High group
8,8,9,0.3,High group
-1,1,-2,0.3,High group
10,11,11,0.3,High group
0,-10,3,0.3,High group
-6,-23,-1,0.3,High group
-10,-13,-9,0.3,High group
-5,-21,-1,0.3,High group
1,8,0,0.3,High group
-10,-20,-8,0.3,High group
8,17,5,0.3,High group
-9,-18,-7,0.3,High group
5,21,2,0.3,High group
0,-7,2,0.3,High group
5,23,1,0.3,High group
3,-2,5,0.3,High group
-3,-3,-3,0.3,High group
3,6,2,0.3,High group
11,13,10,0.3,High group
5,22,1,0.3,High group
10,12,10,0.3,High group
-3,-8,-2,0.3,High group
-3,-17,0,0.3,High group
-5,-22,-1,0.3,High group
3,21,0,0.3,High group
1,-7,3,0.3,High group
0,7,-1,0.3,High group
5,25,1,0.3,High group
-7,-17,-4,0.3,High group
-10,-19,-7,0.3,High group
-1,-9,1,0.3,High group
-2,0,-3,0.3,High group
-4,-17,-1,0.3,High group
-3,-18,0,0.3,High group
6,17,3,0.3,High group
-12,-21,-9,0.3,High group
-2,-5,-1,0.3,High group
2,-3,3,0.3,High group
13,18,13,0.3,High group
-6,-14,-4,0.3,High group
10,12,10,0.3,High group
7,10,7,0.3,High group
-5,-10,-4,0.3,High group
-10,-24,-6,0.3,High group
-5,-10,-3,0.3,High group
12,22,9,0.3,High group
-7,-25,-2,0.3,High group
-3,-18,0,0.3,High group
5,3,6,0.3,High group
-2,-15,1,0.3,High group
2,3,3,0.3,High group
2,17,-1,0.3,High group
-5,-23,-1,0.3,High group
-7,-4,-7,0.3,High group
-3,-5,-2,0.3,High group
6,2,7,0.3,High group
-11,-16,-9,0.3,High group
-8,-23,-4,0.3,High group
3,0,5,0.3,High group
-5,-4,-5,0.3,High group
-2,-8,0,0.3,High group
0,12,-1,0.3,High group
-3,3,-4,0.3,High group
-5,-21,-1,0.3,High group
12,12,12,0.3,High group
-3,-15,0,0.3,High group
10,21,7,0.3,High group
-8,-10,-7,0.3,High group
-10,-22,-6,0.3,High group
-2,-6,-1,0.3,High group
-3,-15,0,0.3,High group
-4,0,-5,0.3,High group
-4,3,-5,0.3,High group
-6,-13,-4,0.3,High group
-8,-16,-6,0.3,High group
6,24,2,0.3,High group
0,12,-1,0.3,High group
-3,3,-4,0.3,High group
-6,-13,-4,0.3,High group
-11,-23,-8,0.3,High group
7,19,4,0.3,High group
3,6,3,0.3,High group
-1,-8,0,0.3,High group
-1,4,-2,0.3,High group
7,20,5,0.3,High group
-8,-17,-6,0.3,High group
7,17,5,0.3,High group
6,7,6,0.3,High group
6,0,7,0.3,High group
-10,-20,-7,0.3,High group
-7,-12,-6,0.3,High group
8,20,5,0.3,High group
13,19,12,0.3,High group
10,9,11,0.3,High group
3,2,4,0.3,High group
2,-1,4,0.3,High group
5,3,6,0.3,High group
-11,-23,-8,0.3,High group
4,1,5,0.3,High group
11,19,9,0.3,High group
6,2,8,0.3,High group
-1,-5,0,0.3,High group
10,12,10,0.3,High group
-6,-8,-5,0.3,High group
-7,-23,-3,0.3,High group
11,12,11,0.3,High group
11,15,11,0.3,High group
5,14,3,0.3,High group
-2,7,-4,0.3,High group
5,19,2,0.3,High group
14,17,14,0.3,High group
14,23,12,0.3,High group
-7,-18,-3,0.3,High group
-6,-4,-6,0.3,High group
-5,-19,-1,0.3,High group
-2,-14,0,0.3,High group
16,19,16,0.3,High group
4,5,4,0.3,High group
-5,-5,-4,0.3,High group
-7,-23,-2,0.3,High group
-4,-21,0,0.3,High group
3,4,3,0.3,High group
3,1,4,0.3,High group
-3,-7,-2,0.3,High group
15,23,13,0.3,High group
-4,-14,-1,0.3,High group
